Target,pdb_id,Chain,Warhead,SMILES,%Exposed,pdb_path
DYRK1A,6yf8,D,OPW,COc1ccc2sc(-c3cncc(NC(C)=O)c3)nc2c1,0.381,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6yf8_D_OPW.pdb
DYRK1A,3anq,A,EHB,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anq_A_EHB.pdb
DYRK1A,3anr,A,HRM,COc1ccc2c(c1)[nH]c1c(C)nccc12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anr_A_HRM.pdb
DYRK1A,3anr,B,HRM,COc1ccc2c(c1)[nH]c1c(C)nccc12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anr_B_HRM.pdb
DYRK1A,3anr,D,HRM,COc1ccc2c(c1)[nH]c1c(C)nccc12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anr_D_HRM.pdb
DYRK1A,5a54,A,5PW,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a54_A_5PW.pdb
DYRK1A,6eil,A,B6B,COc1ccc(N)cc1-c1cnc(N)c(C(=O)c2cccnc2)n1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eil_A_B6B.pdb
DYRK1A,6eil,B,B6B,COc1ccc(N)cc1-c1cnc(N)c(C(=O)c2cccnc2)n1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eil_B_B6B.pdb
DYRK1A,6t6a,C,MLW,O=c1ccccc2[nH]c3c(Cl)cccc3c12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6t6a_C_MLW.pdb
DYRK1A,6uip,B,Q8J,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uip_B_Q8J.pdb
DYRK1A,6uip,C,Q8J,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uip_C_Q8J.pdb
DYRK1A,7a52,A,QYB,O=c1[nH]cnc2n[nH]c(-c3ccccc3)c12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a52_A_QYB.pdb
DYRK1A,7a52,B,QYB,O=c1[nH]cnc2n[nH]c(-c3ccccc3)c12,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a52_B_QYB.pdb
DYRK1A,7a5l,A,QZW,Cc1nc(OCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,0.375,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a5l_A_QZW.pdb
DYRK1A,4nct,B,2K2,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.372,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4nct_B_2K2.pdb
DYRK1A,6ln1,A,EKU,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,0.37,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6ln1_A_EKU.pdb
DYRK1A,7a5n,B,R05,Cc1nc(NCc2c(F)cccc2F)c2c(-c3ccnc(N)c3)c[nH]c2n1,0.37,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a5n_B_R05.pdb
DYRK1A,7ak2,B,RHH,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccn1,0.37,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ak2_B_RHH.pdb
DYRK1A,4yll,A,4E3,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12,0.364,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4yll_A_4E3.pdb
DYRK1A,5a3x,A,QIV,CC(=O)Nc1nc2cc(O)ccc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a3x_A_QIV.pdb
DYRK1A,5a3x,C,QIV,CC(=O)Nc1nc2cc(O)ccc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a3x_C_QIV.pdb
DYRK1A,5a4l,C,ZC3,CC(=O)Nc1nc2cc(F)ccc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4l_C_ZC3.pdb
DYRK1A,5a4q,A,Y3L,CC(=O)Nc1nc2ccc(Cl)cc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4q_A_Y3L.pdb
DYRK1A,5a4q,B,Y3L,CC(=O)Nc1nc2ccc(Cl)cc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4q_B_Y3L.pdb
DYRK1A,5a4q,C,Y3L,CC(=O)Nc1nc2ccc(Cl)cc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4q_C_Y3L.pdb
DYRK1A,5a4q,D,Y3L,CC(=O)Nc1nc2ccc(Cl)cc2s1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4q_D_Y3L.pdb
DYRK1A,7a4z,A,6SD,COc1ccc(-c2cc(N)[nH]n2)cc1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a4z_A_6SD.pdb
DYRK1A,7a51,A,QYK,Cn1c(Br)c(C#N)c2c(N)ncnc21,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a51_A_QYK.pdb
DYRK1A,7a55,A,QZ2,Cn1cc(-c2cc(C(=O)O)[nH]n2)cn1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a55_A_QZ2.pdb
DYRK1A,7ajy,B,RKZ,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,0.357,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajy_B_RKZ.pdb
DYRK1A,6eip,B,B7B,CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc(C(N)=O)cc3)ncc21,0.355,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eip_B_B7B.pdb
DYRK1A,6eip,C,B7B,CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc(C(N)=O)cc3)ncc21,0.355,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eip_C_B7B.pdb
DYRK1A,8r8e,A,YOX,N#Cc1c(C2CCCC2)[nH]c2c(I)cccc12,0.353,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8r8e_A_YOX.pdb
DYRK1A,8r8e,B,YOX,N#Cc1c(C2CCCC2)[nH]c2c(I)cccc12,0.353,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8r8e_B_YOX.pdb
DYRK1A,8r8e,D,YOX,N#Cc1c(C2CCCC2)[nH]c2c(I)cccc12,0.353,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8r8e_D_YOX.pdb
DYRK1A,4aze,A,3RA,O=C1N=C(Nc2ccccc2)N=C1Cc1ccc2c(c1)OCO2,0.348,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4aze_A_3RA.pdb
DYRK1A,6qu2,A,JHW,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,0.348,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6qu2_A_JHW.pdb
DYRK1A,6qu2,D,JHW,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,0.348,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6qu2_D_JHW.pdb
DYRK1A,6s1i,A,KR8,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,0.348,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1i_A_KR8.pdb
DYRK1A,6s1i,D,KR8,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,0.348,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1i_D_KR8.pdb
DYRK1A,8c3g,A,QS0,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0.344,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3g_A_QS0.pdb
DYRK1A,8c3g,B,QS0,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0.344,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3g_B_QS0.pdb
DYRK1A,6uwy,D,QKG,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,0.341,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uwy_D_QKG.pdb
DYRK1A,4ylj,D,4E1,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4ylj_D_4E1.pdb
DYRK1A,5a4e,C,7QQ,COc1ccc2sc(NC(C)=O)nc2c1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4e_C_7QQ.pdb
DYRK1A,5aik,B,AWR,COc1ccc2c3ccnc(C(F)(F)F)c3n(CCCCN)c2c1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5aik_B_AWR.pdb
DYRK1A,7a5b,A,MFR,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a5b_A_MFR.pdb
DYRK1A,7a5n,A,R05,Cc1nc(NCc2c(F)cccc2F)c2c(-c3ccnc(N)c3)c[nH]c2n1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a5n_A_R05.pdb
DYRK1A,7aj2,A,RJ5,COc1ccc(-c2ccnc(N)c2)cc1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aj2_A_RJ5.pdb
DYRK1A,7aja,A,RJ2,c1cc(-c2ccc3occc3c2)cc(N2CCNCC2)n1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aja_A_RJ2.pdb
DYRK1A,7ajs,B,RKH,Cc1cc2cc(-c3cc(N)nc(N)c3)ccc2o1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajs_B_RKH.pdb
DYRK1A,7ajw,A,RKQ,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccc1,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajw_A_RKQ.pdb
DYRK1A,7fhs,A,4VZ,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1O,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7fhs_A_4VZ.pdb
DYRK1A,7fht,D,4WD,C#Cc1cc(/C=C2\SC(=S)NC2=O)ccc1OC,0.333,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7fht_D_4WD.pdb
DYRK1A,8c3r,A,R7O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,0.324,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3r_A_R7O.pdb
DYRK1A,7aka,B,RK2,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccn1,0.321,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aka_B_RK2.pdb
DYRK1A,7akb,A,RJZ,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Br)n1,0.321,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7akb_A_RJZ.pdb
DYRK1A,7akb,B,RJZ,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Br)n1,0.321,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7akb_B_RJZ.pdb
DYRK1A,6eif,A,B5T,NS(=O)(=O)c1ccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)cc1,0.32,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eif_A_B5T.pdb
DYRK1A,7ajv,B,RKK,CCCCc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCCC,0.32,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajv_B_RKK.pdb
DYRK1A,7ajm,A,RKW,CNCC(=O)Nc1cc(-c2ccc3occc3c2)cc(N)n1,0.318,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajm_A_RKW.pdb
DYRK1A,7ajm,B,RKW,CNCC(=O)Nc1cc(-c2ccc3occc3c2)cc(N)n1,0.318,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajm_B_RKW.pdb
DYRK1A,4yu2,C,4H5,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,0.316,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4yu2_C_4H5.pdb
DYRK1A,3anq,B,EHB,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anq_B_EHB.pdb
DYRK1A,3anq,C,EHB,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anq_C_EHB.pdb
DYRK1A,3anq,D,EHB,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anq_D_EHB.pdb
DYRK1A,3anr,C,HRM,COc1ccc2c(c1)[nH]c1c(C)nccc12,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/3anr_C_HRM.pdb
DYRK1A,5a54,B,5PW,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a54_B_5PW.pdb
DYRK1A,5a54,C,5PW,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a54_C_5PW.pdb
DYRK1A,5a54,D,5PW,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a54_D_5PW.pdb
DYRK1A,6t6a,B,MLW,O=c1ccccc2[nH]c3c(Cl)cccc3c12,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6t6a_B_MLW.pdb
DYRK1A,6uip,A,Q8J,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uip_A_Q8J.pdb
DYRK1A,7a4w,A,QYH,COc1ccc(-c2cc(N)nc(N)n2)cc1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a4w_A_QYH.pdb
DYRK1A,7a4w,B,QYH,COc1ccc(-c2cc(N)nc(N)n2)cc1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a4w_B_QYH.pdb
DYRK1A,7aj8,A,RJ8,Nc1cc(-c2ccc3occc3c2)ccn1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aj8_A_RJ8.pdb
DYRK1A,8c3g,C,QS0,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3g_C_QS0.pdb
DYRK1A,8c3g,D,QS0,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0.312,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3g_D_QS0.pdb
DYRK1A,6qu2,B,JHW,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,0.304,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6qu2_B_JHW.pdb
DYRK1A,6s1i,B,KR8,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,0.304,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1i_B_KR8.pdb
DYRK1A,8c3q,B,RUT,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.302,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3q_B_RUT.pdb
DYRK1A,7a53,A,QYZ,Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,0.294,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a53_A_QYZ.pdb
DYRK1A,7a53,B,QYZ,Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,0.294,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a53_B_QYZ.pdb
DYRK1A,7aj5,A,RHW,Nc1cc(-c2ccc3occc3c2)cc(N)n1,0.294,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aj5_A_RHW.pdb
DYRK1A,6uwy,A,QKG,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,0.293,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uwy_A_QKG.pdb
DYRK1A,6uwy,B,QKG,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,0.293,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uwy_B_QKG.pdb
DYRK1A,6uwy,C,QKG,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,0.293,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6uwy_C_QKG.pdb
DYRK1A,6eip,D,B7B,CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc(C(N)=O)cc3)ncc21,0.29,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eip_D_B7B.pdb
DYRK1A,6eis,C,B6N,O=c1ccc2cnc3ccc(-c4cn[nH]c4)cc3c2n1-c1ccc(F)cc1C(F)(F)F,0.29,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eis_C_B6N.pdb
DYRK1A,7a55,B,QZ2,Cn1cc(-c2cc(C(=O)O)[nH]n2)cn1,0.286,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a55_B_QZ2.pdb
DYRK1A,7aka,A,RK2,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccn1,0.286,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aka_A_RK2.pdb
DYRK1A,7ajs,A,RKH,Cc1cc2cc(-c3cc(N)nc(N)c3)ccc2o1,0.278,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajs_A_RKH.pdb
DYRK1A,7fht,A,4WD,C#Cc1cc(/C=C2\SC(=S)NC2=O)ccc1OC,0.278,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7fht_A_4WD.pdb
DYRK1A,7ake,B,RK8,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1cccc(Br)n1,0.276,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ake_B_RK8.pdb
DYRK1A,5a4e,D,7QQ,COc1ccc2sc(NC(C)=O)nc2c1,0.267,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4e_D_7QQ.pdb
DYRK1A,4yu2,A,4H5,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,0.263,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4yu2_A_4H5.pdb
DYRK1A,4yu2,B,4H5,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,0.263,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4yu2_B_4H5.pdb
DYRK1A,4yu2,D,4H5,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,0.263,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4yu2_D_4H5.pdb
DYRK1A,7a5d,A,QYW,Cc1nc(N)c2c(C#N)c(-c3cccnc3)[nH]c2n1,0.263,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7a5d_A_QYW.pdb
DYRK1A,7akl,A,RK5,Cc1oc2ccc(-c3cc(N)nc(N)c3)cc2c1C,0.263,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7akl_A_RK5.pdb
DYRK1A,4aze,B,3RA,O=C1N=C(Nc2ccccc2)N=C1Cc1ccc2c(c1)OCO2,0.261,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4aze_B_3RA.pdb
DYRK1A,4aze,C,3RA,O=C1N=C(Nc2ccccc2)N=C1Cc1ccc2c(c1)OCO2,0.261,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/4aze_C_3RA.pdb
DYRK1A,6s1i,C,KR8,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,0.261,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1i_C_KR8.pdb
DYRK1A,6s1b,A,KRQ,CNc1nccc(-c2cnn3ncccc23)n1,0.259,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1b_A_KRQ.pdb
DYRK1A,7ak2,A,RHH,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccn1,0.259,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ak2_A_RHH.pdb
DYRK1A,6eis,A,B6N,O=c1ccc2cnc3ccc(-c4cn[nH]c4)cc3c2n1-c1ccc(F)cc1C(F)(F)F,0.258,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eis_A_B6N.pdb
DYRK1A,6eis,D,B6N,O=c1ccc2cnc3ccc(-c4cn[nH]c4)cc3c2n1-c1ccc(F)cc1C(F)(F)F,0.258,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eis_D_B6N.pdb
